STT,GIỐNG NHAU - LOẠI,GIỐNG NHAU - NHU CẦU,GIỐNG NHAU - TỈNH,QUẬN HUYỆN,PHƯỜNG XÃ,GIÁ - TRIỆU ĐỒNG,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,NĂM SẢN XUẤT,DUNG TÍCH,KIỂU XE,SỐ KM ĐÃ ĐI
677,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 4,111,29/12/2020,Honda,SH,2020,100 - 175 ,Tay ga,850
678,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,41.5,29/12/2020,Honda,Winner X,2020,100 - 175 ,Tay côn/Moto,1416
679,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,12.5,29/12/2020,Yamaha,Sirius,2016,100 - 175 ,Xe số,12
680,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,11.5,29/12/2020,Honda,Air Blade,2009,100 - 175 ,Tay ga,19
681,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,39.5,29/12/2020,Honda,Air Blade,2019,,Tay ga,19
682,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 3,19.2,29/12/2020,Yamaha,Exciter,2011,100 - 175 ,Xe số,22
683,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,14.8,29/12/2020,Honda,Click,2011,100 - 175 ,Tay ga,30
684,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,17.5,29/12/2020,Yamaha,Exciter,2012,100 - 175 ,Xe số,50
685,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,2.7,29/12/2020,Honda,Dòng khác,2009,100 - 175 ,Tay ga,10
686,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,13.5,29/12/2020,Honda,Wave,2012,100 - 175 ,Xe số,39
687,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 2,18,29/12/2020,Honda,Wave,2020,100 - 175 ,Xe số,6
688,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,6.9,29/12/2020,Honda,SCR,2007,100 - 175 ,Tay ga,40
689,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,48.5,29/12/2020,Honda,Vision,2019,100 - 175 ,Tay ga,7
690,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 8,395,29/12/2020,Honda,SH,2020,100 - 175 ,Tay ga,
691,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,108,29/12/2020,Honda,SH,2012,100 - 175 ,Tay ga,9
692,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,245,29/12/2020,Honda,SH,2011,100 - 175 ,Tay ga,9
693,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,235,29/12/2020,Honda,SH,2011,100 - 175 ,Tay ga,12
694,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,171,29/12/2020,Honda,SH,2010,100 - 175 ,Tay ga,11
695,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,142,29/12/2020,Honda,SH,2012,100 - 175 ,Tay ga,10
696,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,13.9,29/12/2020,Honda,Wave,2016,100 - 175 ,Xe số,20
697,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,14.5,29/12/2020,Honda,Air Blade,2008,100 - 175 ,Tay ga,25
698,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,125,29/12/2020,Honda,SH,2010,100 - 175 ,Tay ga,12
699,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,175,29/12/2020,Honda,SH,2010,100 - 175 ,Tay ga,12
700,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,14.8,29/12/2020,Piaggio,Vespa,2010,100 - 175 ,Tay ga,20
701,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,11.3,11/11/2019,Piaggio,Fly,2012,100 - 175 ,Tay ga,9999
702,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,9.5,11/11/2019,Honda,Click,2008,,Tay ga,680
703,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,Phường 7,17.3,11/11/2019,Piaggio,Liberty,2012,100 - 175 ,Tay ga,1
704,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,5.6,11/11/2019,Suzuki,Hayate,2010,100 - 175 ,Tay ga,80
705,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,18.8,11/11/2019,Yamaha,Luvias,2015,100 - 175 ,Tay ga,17
706,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,37.8,11/11/2019,Honda,Future,2009,100 - 175 ,Xe số,25
707,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 12,11.5,11/11/2019,Honda,Wave,2009,100 - 175 ,Xe số,20
708,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,,28,11/11/2019,Honda,Dream,1994,50 - 100 ,Xe số,1994
709,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 11,39,11/11/2019,Honda,PS,2007,100 - 175 ,Tay ga,
710,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,4.4,11/11/2019,Yamaha,Dòng khác,2014,,Tay ga,30
711,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,59,11/11/2019,Honda,Air Blade,2012,100 - 175 ,Tay ga,15
712,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,23,11/11/2019,Yamaha,Exciter,2014,Không biết rõ,Tay côn/Moto,20
713,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,13.5,11/11/2019,Honda,Lead,2011,100 - 175 ,Tay ga,14
714,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 3,8.5,11/11/2019,Honda,Citi,1997,100 - 175 ,Xe số,15
715,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,14,11/11/2019,Honda,Wave,2018,100 - 175 ,Xe số,5389
716,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,6.8,11/11/2019,Honda,Wave,2019,,Xe số,1
717,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,83.5,11/11/2019,Honda,SH,2017,100 - 175 ,Tay ga,15
718,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,6.8,11/11/2019,Honda,Air Blade,2008,100 - 175 ,Tay ga,35
719,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,225,11/11/2019,Honda,SH,2013,,Tay ga,16888
720,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,13.9,11/11/2019,Suzuki,Axelo,2013,,Xe số,20
721,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,222,11/11/2019,Yamaha,Grande,2019,,Tay ga,7
722,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,4.9,10/11/2019,Honda,Dòng khác,2010,100 - 175 ,Xe số,2345
723,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 12,60,10/11/2019,Honda,Wave,2019,,Tay ga,1
724,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,49.5,10/11/2019,Yamaha,TFX,2016,100 - 175 ,Tay côn/Moto,17
725,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,12.8,10/11/2019,Honda,Wave,2015,100 - 175 ,Xe số,17
726,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 17,27.8,10/11/2019,Suzuki,Sport / Xipo,1999,100 - 175 ,Tay côn/Moto,888
727,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,105,10/11/2019,Honda,SH,2019,100 - 175 ,Tay ga,
728,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,1.234,9/11/2019,Suzuki,Click,2012,100 - 175 ,Tay côn/Moto,5929
729,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,,8.1,8/11/2019,Honda,Click,2010,50 - 100 ,Tay ga,500
730,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,11,8/11/2019,Detech,Espero,2018,Dưới 50 ,Tay côn/Moto,8
731,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,Phường 15,25,8/11/2019,Honda,PCX,2010,100 - 175 ,Xe số,15
732,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,,22.8,7/11/2019,Yamaha,Exciter,2013,100 - 175 ,Tay côn/Moto,5
733,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,6.9,6/11/2019,Honda,Air Blade,2009,,Tay ga,18
734,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 6,219,31/10/2019,Honda,CBR,2018,Trên 175 ,Tay côn/Moto,83
735,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,49.8,30/10/2019,Honda,Vario,2019,100 - 175 ,Tay ga,14
736,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 11,111,30/10/2019,Honda,SH,2017,100 - 175 ,Xe số,8
737,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,96.5,29/10/2019,Honda,SH,2011,100 - 175 ,Tay ga,14
738,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,9.3,29/10/2019,Yamaha,Luvias,2010,100 - 175 ,Tay ga,
739,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 13,125.5,28/10/2019,Honda,SH,2010,100 - 175 ,Tay ga,25678
740,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,,25.3,28/10/2019,Honda,Air Blade,2014,100 - 175 ,Tay ga,15
741,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,,9.5,25/10/2019,SYM,Attila,2011,100 - 175 ,Tay ga,25
742,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 15,3.9,25/10/2019,Hãng khác,Dòng khác,2009,50 - 100 ,Xe số,9
743,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc A,8.5,20/10/2019,Honda,Wave,2006,100 - 175 ,Xe số,
744,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,11.8,19/10/2019,Honda,Wave,2003,100 - 175 ,Xe số,21
745,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,8.9,18/10/2019,Honda,Cub,1995,100 - 175 ,Tay ga,35
746,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 15,329,16/10/2019,Honda,CB,2016,,Tay côn/Moto,4
747,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,68,11/10/2019,Yamaha,R,2019,100 - 175 ,Tay côn/Moto,666
748,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,54.5,11/11/2019,GPX,Legend Gentleman 200,2019,Trên 175 ,Tay côn/Moto,43
749,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,43.9,11/11/2019,Suzuki,Satria,2018,,Tay côn/Moto,20
750,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,9.6,11/11/2019,Yamaha,Nouvo,2011,,Tay ga,28
751,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,69,11/11/2019,Honda,SH,2009,100 - 175 ,Tay ga,25
752,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 14,42,11/11/2019,Honda,Vario,2019,100 - 175 ,Tay ga,700
753,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,2.2,11/11/2019,SYM,Attila,2007,100 - 175 ,Tay ga,33
754,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,20.6,11/11/2019,Honda,Air Blade,2015,100 - 175 ,Tay ga,30
755,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 10,195,11/11/2019,Honda,SH,2012,,Tay ga,19
756,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,8.6,11/11/2019,Yamaha,Nouvo,2012,,Tay ga,30
757,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,,31,11/11/2019,Yamaha,Janus,2019,100 - 175 ,Tay ga,900
758,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 14,310,11/11/2019,Yamaha,YAZ,2019,,Xe số,18
759,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,49.8,11/11/2019,Suzuki,Satria,2018,100 - 175 ,Tay côn/Moto,8
760,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,14.8,11/11/2019,Honda,Wave,2012,100 - 175 ,Xe số,10
761,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,38,11/11/2019,Suzuki,Sport / Xipo,2019,100 - 175 ,Tay côn/Moto,100
762,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,4,11/11/2019,Hãng khác,Dòng khác,2012,100 - 175 ,Xe số,50
763,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,41.9,11/11/2019,Suzuki,Satria,2017,,Tay côn/Moto,20
764,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 9,22,11/11/2019,RebelUSA,CBR,2012,100 - 175 ,Tay côn/Moto,20
765,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 7,12,11/11/2019,Yamaha,Sirius,2016,100 - 175 ,Tay côn/Moto,555555
766,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 15,8,11/11/2019,Honda,Win,2006,100 - 175 ,Tay côn/Moto,111111
767,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,12.5,11/11/2019,Honda,Wave,2008,50 - 100 ,Tay ga,19
768,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,34,11/11/2019,Honda,Air Blade,2009,100 - 175 ,Tay ga,30
769,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,32.5,11/11/2019,Honda,Air Blade,2009,100 - 175 ,Tay ga,30
770,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,58,11/11/2019,Honda,Vario,2017,100 - 175 ,Tay ga,12
771,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,28.5,11/11/2019,Honda,Winner,2017,100 - 175 ,Tay côn/Moto,15
772,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,42.5,11/11/2019,Yamaha,Exciter,2019,100 - 175 ,Tay côn/Moto,150
773,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,470,11/11/2019,Honda,SH,2013,,Tay ga,9
774,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,53,11/11/2019,Honda,Vario,2019,100 - 175 ,Tay ga,600
775,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,12.5,11/11/2019,Yamaha,Sirius,2017,100 - 175 ,Xe số,17351
776,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,23,11/11/2019,Honda,Dòng khác,2000,50 - 100 ,Tay côn/Moto,10
777,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,12,11/11/2019,Hãng khác,Dòng khác,2008,100 - 175 ,Tay côn/Moto,19
778,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 2,2,11/11/2019,Yamaha,Nouvo,2007,100 - 175 ,Tay ga,60
779,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,35,11/11/2019,Honda,Air Blade,2018,100 - 175 ,Tay ga,7
780,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,11.5,11/11/2019,SYM,Attila,2012,100 - 175 ,Tay ga,30
781,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,,11.8,11/11/2019,Honda,Air Blade,2008,100 - 175 ,Tay ga,22866
782,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,,19,11/11/2019,Honda,Wave,1999,,Xe số,30
783,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 3,60.8,11/11/2019,Honda,SH,2014,100 - 175 ,Tay ga,11
784,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,18,11/11/2019,Honda,Cub,1993,50 - 100 ,Xe số,50
785,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 7,12.5,11/11/2019,Suzuki,FX125,2001,100 - 175 ,Xe số,6868
786,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,46.9,11/11/2019,Honda,Click,2013,100 - 175 ,Tay ga,10
787,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,Phường 15,10.5,11/11/2019,Honda,Cub,1982,,Xe số,8
788,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 5,115,11/11/2019,Honda,Vision,2019,100 - 175 ,Tay ga,200
789,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Thới Nhì,156,11/11/2019,Honda,SH,2010,100 - 175 ,Tay ga,16
790,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,18.8,11/11/2019,Yamaha,Sirius,2018,100 - 175 ,Xe số,500
791,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,12.9,11/11/2019,Honda,Wave,2014,50 - 100 ,Xe số,40
792,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,40,11/11/2019,Yamaha,Exciter,2019,100 - 175 ,Xe số,11
793,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,21.5,11/11/2019,Yamaha,Acruzo,2016,100 - 175 ,Tay ga,12
794,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,250,11/11/2019,Honda,SH,2019,,Tay ga,600
795,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,18.5,11/11/2019,Piaggio,Liberty,2014,,Tay ga,25
796,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,3.7,11/11/2019,Honda,Wave,2017,,Xe số,19
797,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 3,62.5,11/11/2019,Honda,SH,2007,,Tay ga,20
798,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,,129.5,11/11/2019,Honda,SH,2011,100 - 175 ,Tay ga,15
799,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,15.5,11/11/2019,Honda,Air Blade,2012,100 - 175 ,Tay ga,19999
800,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,26.3,11/11/2019,Honda,Vision,2018,100 - 175 ,Tay ga,5
801,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,23.5,11/11/2019,Yamaha,Exciter,2014,100 - 175 ,Tay côn/Moto,15
802,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,,11,11/11/2019,Honda,Air Blade,2012,100 - 175 ,Tay ga,40
803,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Mỹ,10,11/11/2019,Honda,Wave,2003,50 - 100 ,Xe số,444444
804,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,,1.4,11/11/2019,Honda,Wave,2006,50 - 100 ,Xe số,50
805,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,4.7,11/11/2019,Hãng khác,Dòng khác,2017,100 - 175 ,Xe số,1
806,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,19,11/11/2019,Honda,Air Blade,2012,100 - 175 ,Tay ga,20
807,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,,54.8,11/11/2019,Honda,Dòng khác,2016,100 - 175 ,Tay côn/Moto,20
808,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 13,182,11/11/2019,Honda,SH,2011,,Xe số,10
809,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,45.9,11/11/2019,Suzuki,Satria,2019,,Tay côn/Moto,18
810,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,Phường 15,27.5,11/11/2019,Suzuki,Sport / Xipo,2001,100 - 175 ,Tay côn/Moto,11
811,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 6,8.5,11/11/2019,Honda,Wave,2007,50 - 100 ,Xe số,100
812,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,218.008,11/11/2019,Kawasaki,Z900,2017,,Tay côn/Moto,18
813,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 14,8.9,11/11/2019,Honda,Wave,2012,50 - 100 ,Xe số,14
814,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,4.8,11/11/2019,Honda,67,1993,50 - 100 ,Tay côn/Moto,30
815,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,,10.7,11/11/2019,Honda,Wave,2012,Trên 175 ,Xe số,123
816,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,,131.5,11/11/2019,Honda,SH,2011,100 - 175 ,Tay ga,8
817,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,10.5,11/11/2019,Yamaha,Luvias,2012,100 - 175 ,Tay ga,19999
818,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,60.5,11/11/2019,Kawasaki,Nozza,2018,,Tay côn/Moto,7
819,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,14,11/11/2019,Yamaha,Nozza,2012,100 - 175 ,Tay ga,18
820,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 1,26,11/11/2019,Honda,Air Blade,2013,100 - 175 ,Tay ga,33
821,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,27,11/11/2019,Yamaha,Exciter,2016,100 - 175 ,Tay côn/Moto,60
822,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,53,11/11/2019,Yamaha,Exciter,2010,,Xe số,5
823,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,6.9,11/11/2019,Honda,Air Blade,2013,,Tay ga,41
824,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,14.9,11/11/2019,Yamaha,Sirius,2013,100 - 175 ,Xe số,20
825,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,,45.5,11/11/2019,Yamaha,Exciter,2019,,Tay côn/Moto,
826,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,68,11/11/2019,Yamaha,R,2019,100 - 175 ,Tay côn/Moto,900
827,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,44.9,11/11/2019,Suzuki,Satria,2018,,Tay côn/Moto,8
828,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,26.5,11/11/2019,Honda,Lead,2014,100 - 175 ,Tay ga,15
829,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Tam Bình,7,11/11/2019,Honda,Wave,2002,100 - 175 ,Xe số,10
830,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,5.3,11/11/2019,Honda,Dream,2003,50 - 100 ,Xe số,
831,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,36,11/11/2019,Honda,Winner,2017,100 - 175 ,Tay côn/Moto,20
832,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,10,11/11/2019,Yamaha,Nouvo,2010,100 - 175 ,Tay ga,34
833,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 7,54.2,11/11/2019,Honda,Vario,2017,,Tay ga,12
834,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 3,17.8,11/11/2019,Piaggio,Vespa,2011,100 - 175 ,Tay ga,20
835,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 14,7.9,11/11/2019,Honda,Wave,2008,,Xe số,14
836,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,,11.5,11/11/2019,Yamaha,Mio,2012,100 - 175 ,Xe số,123
837,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,35,11/11/2019,Honda,Spacy,1999,100 - 175 ,Tay ga,50
838,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,17.5,11/11/2019,Honda,Vision,2017,100 - 175 ,Tay ga,10
839,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,16,11/11/2019,Honda,Wave,2019,100 - 175 ,Xe số,5
840,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,42,11/11/2019,Honda,Rebel,1993,Trên 175 ,Tay côn/Moto,219
841,Xe máy,Cần bán,Hồ Chí Minh,Quận 1,Phường Bến Nghé,10,11/11/2019,Honda,Click,2017,50 - 100 ,Tay ga,10
842,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 1,90,11/11/2019,Honda,SH,2018,100 - 175 ,Tay ga,10
843,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,Phường 4,3.3,11/11/2019,Yamaha,Nouvo,2002,100 - 175 ,Tay ga,27
844,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,6.8,11/11/2019,Yamaha,Mio,2009,100 - 175 ,Tay ga,35
845,Xe máy,Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,11.5,11/11/2019,Honda,67,2012,50 - 100 ,Tay côn/Moto,50
846,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,18.8,11/11/2019,Yamaha,Luvias,2014,100 - 175 ,Tay ga,32
847,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,35.5,11/11/2019,Yamaha,Exciter,2018,100 - 175 ,Tay côn/Moto,5
848,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,36.9,12/11/2019,Suzuki,Raider,2017,100 - 175 ,Tay côn/Moto,10
849,Xe máy,Cần bán,Hồ Chí Minh,Quận 1,,120,12/11/2019,Honda,SH,2009,100 - 175 ,Tay ga,17
850,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 12,20,12/11/2019,Honda,Air Blade,2010,100 - 175 ,Tay ga,20
851,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,10,12/11/2019,Yamaha,Sirius,2017,100 - 175 ,Xe số,21
852,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 8,27.5,12/11/2019,Yamaha,Nvx,2017,100 - 175 ,Tay ga,10
